"X.0.0238234735934926","X.0.0134315247133036","X.0.0142889150430074","X0.00282844152842737","X.0.0746581381456259","X.0.180896052237845","X.0.081925197638471","X.0.0221835317591955","X.0.129923275460304","X.0.144772494830869","X.0.156212688604744","X.0.11035921192799","X.0.0144698820138034","X.0.123302304762392","X.0.287483436355946","X.0.272759933110518","X.0.131447373844603","X.0.029069407671045","X.0.0312699342770164","X0.12171836631128","X0.136731811135363","X.0.0547286853755039","X.0.0484781023508596","X0.0081864819057674","X0.00870279349386066","X.0.0232705524190294","X.0.0537232698234852","X.0.0237455359762537","X0.0186876768319593","X0.0519856480190341","X0.083072962372487","X.0.045439125787981"
-0.0189511129840567,0.0122940645988727,0.0409720942661532,0.0449632123795464,0.0855520482838093,0.146248822355538,0.1699731499559,0.122197986113318,0.0468502532327095,0.0533589795996941,0.178050422681999,0.181751308929888,0.0735845679729238,0.0338973622314582,-0.0323883403091899,-0.0942584590112056,-0.0578922550137879,-0.0282177499027976,0.053802722180199,0.182510730414741,0.0955752690973465,-0.0910024419233682,-0.0773925799931905,-0.113504822604964,-0.10891240997556,0.0708814504819531,-0.0532791113185456,-0.0474577882291719,0.124444683771001,0.095259559259411,-0.00872008257667491,0.124949646036323
-0.176855260694933,-0.095174511749888,0.0465864386472484,-0.0231140096118366,-0.0977312415367103,-0.137063359809645,-0.0334539577289071,-0.0115645408900968,-0.172336231077623,-0.0506175932290462,0.20357747803369,0.278444416874602,0.153885890403509,-0.00487153504627939,-0.115138520594562,-0.121994712584121,-0.0668578792459486,-0.00236577184418007,0.0574059717888994,0.10348429623072,0.0287833189267991,-0.0949514278162814,0.0144564806310892,0.126229591182523,0.0437672342229771,-0.127813351170989,-0.123271588702333,-0.038997078561769,0.0113315483023837,0.0938575012125342,0.0690605289427443,0.0969007879384596
-0.0631667171697098,-0.148080662365019,-0.0269701288768421,0.086974476248705,0.0244433470530337,-0.0483701017211755,-0.047745735243482,-0.067932995523435,-0.0475900331692833,0.0126369959043776,0.124947950789283,0.195925782403615,0.251503349768863,0.302621169362259,0.0616629433438389,0.0258221107455978,0.0608634548906503,0.001522548758119,0.0475861793920995,0.080396578714564,0.120612314138303,0.103446404695575,0.181077732157444,0.164948054775362,-0.0162720719686662,-0.0730297266011732,0.00639553101980825,-0.0605434942187001,-0.10782668270456,0.0641120783910935,-0.0808971934658511,-0.118144600757126
-0.168743971579,-0.0758232686537003,-0.0671301018639395,0.0262591232159635,0.202798177903854,0.0533092478873553,0.12009690690542,0.136231086801618,-0.0827146826322629,-0.0212569571925886,0.0328142669790914,0.0169254421958719,0.0221878472844244,0.022198700463406,-0.0216247541411629,-0.186310707757747,-0.0229410591682873,0.187024306134506,0.109300761879865,0.19658308532824,0.232256973448313,0.0365915703302008,-0.094301353795102,-0.21421689299948,-0.204300108540598,-0.170557357698979,-0.0506844020046737,0.0897027190850059,0.0646377881513503,0.102583519568354,0.118237376024232,0.0831798497718295
-0.205773962234521,-0.0977110517361596,0.00238270752542236,-0.12265318072411,-0.114269392539944,0.157846402243372,0.100698597282374,-0.0145519738040938,0.0688395548427882,0.0776099840543562,0.256277707469741,0.316084335283302,0.187370494026567,-0.00971868746123281,-0.092093033827776,-0.0257691864717452,-0.0994825474736446,-0.0501012786808045,0.0505467621931726,0.175125161744167,0.11648330531726,-0.103855772634317,0.0714705099944617,0.0973491494112804,-0.17084780316598,-0.207620884925923,-0.097073095589073,-0.126199298953892,-0.13359618012814,-0.00372207816713192,0.0815370925736929,0.0911419355307988
-0.110963370182139,-0.0127868820966294,-0.057377655609567,0.0093613108437621,-0.0989927168043313,-0.104263876548745,0.0572394659022999,-0.187288799766476,-0.114145035937449,0.0436747999691653,-0.0923696475961132,0.028620288615623,0.00486601517291485,-0.188142225332172,-0.246833516115737,-0.107587185589421,0.107030085474857,0.15162706027196,0.239694216169551,0.188029781676804,0.191076923617085,0.327978139417453,0.211734919273884,0.140939527179381,0.0957291009592625,0.108652441776346,0.136096934908578,0.043616311763742,0.0218889803637647,0.0299256636778504,0.0688937948917978,0.1113027655778
-0.0479533630440769,0.00428280209458799,-0.00258362849953824,-0.00630295197214888,-0.0421480495704434,0.0344180628027746,0.063405995592895,-0.0425347350325101,-0.110230751549662,0.152776178353452,0.356121075409183,0.123499899373708,-0.0297131863953923,-0.0107644655656289,-0.000237329514299917,-0.022124634784596,-0.00194475293423474,0.107845207734615,0.12173681711312,0.150572105671563,0.138762041134284,0.0595342191070228,0.033314582107997,0.0513532720593108,0.0664799899916697,-0.029331347054475,-0.117462079785179,-0.134718362046461,-0.0949408452587961,-0.052564452483785,-0.0643107063829376,0.0493294351849519
0.042174434337067,0.12564013021947,0.145456146717005,0.0884650865913512,0.0683378167473969,-0.00771897805646701,-0.167670994084307,-0.181603853185607,-0.0414332503933356,0.0919257184908736,0.144600525318936,0.0779303081743652,-0.0402694221722743,-0.0105029364172168,-0.105210625837781,-0.176600264065082,-0.106570373330425,-0.0838027362860479,0.00898789748379102,0.0128538356740039,-0.00699578214626123,-0.0117207000183449,0.0921205271021718,0.0721914995633151,0.00826480160888335,0.115685913236461,-0.0118155055273229,-0.0166209866471365,0.069910906843351,0.00513452031334867,-0.0481394339866719,-0.0141844203414934
-0.0254389069606268,-0.0245423131109254,-0.101951050780922,-0.0199889372468542,-0.117469353858831,-0.123753430026339,0.024277586696611,-0.129491722716438,-0.108487619101814,0.083391951996812,0.139150467114762,0.0682384575899052,0.0352138831237412,0.0394555949536385,0.0711557268199463,-0.0252704465034852,-0.0696266531218437,0.0100681317364615,-0.0438473986606122,-0.0475581935586899,-0.0506971175370994,-0.00875661534122888,-0.0392684951589739,0.0857236525972279,0.127119096599805,0.0856106047143741,0.16347390963535,0.0865850332763367,0.0863716824980054,0.00949737699675406,0.039669889872427,0.154723516328978
0.110931906935909,-0.0442081207670517,-0.115697368637048,-0.140653954115172,-0.0935054928304103,-0.111510947878056,-0.166385528078675,-0.181604570879332,-0.0739819353593664,0.0400882184632394,0.0819565674885763,-0.039604143415371,-0.125186851134032,-0.0193546861131726,-0.153502111647699,-0.201688494121875,-0.00309840259778152,0.0223760144072745,-0.00480967084269748,0.13041747168122,0.250148357912455,0.189420906823873,0.202338600262837,0.199909093045901,0.0249444517680263,0.087115385883492,0.10648122007559,-8.11762817892261e-05,0.079302380666742,0.091663281454885,0.145480726532206,0.0354705839527808
